CATEGORIA,CIDADE_ESTABELECIMENTO,COD_CATEGORIA,COD_ESTABELECIMENTO,COD_MCC,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_ESTABELECIMENTO,NOME_MCC,PREDICT,TRANSACAO_COM_CHIP,Unnamed: 0
FarmÃƒÂ¡cia,TIMBO,3.0,28319440,5912.0,3.0,5912.0,DROGARIAS E FARMACIAS,NATHURALE FARMACIA DE,NATHURALE FARMACIA DE DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ATLANTA,3.0,4104152368,5912.0,5.0,5912.0,DROGARIAS E FARMACIAS,CVS/PHARMACY #10043 00001,CVS/PHARMACY #10043 00001 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,JABOATAO DOS,3.0,1008418509,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA STA ROSA,FARMACIA STA ROSA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,GAMA,3.0,1011670272,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA WILSON FARMA,DROGARIA WILSON FARMA DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,SOROCABA,3.0,104514704,8999.0,1.0,8999.0,SERVICOS PROFISSIONAIS NAO RELACIONADOS,PAG FARMACIAAPOTHEKA,PAG FARMACIAAPOTHEKA SERVICOS PROFISSIONAIS NAO RELACIONADOS,,S,
FarmÃƒÂ¡cia,ARCOS,3.0,13081829,5912.0,4.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA PERF N S AP,DROGARIA PERF N S AP DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ITABORAI,3.0,8732297700,5912.0,4.0,5912.0,DROGARIAS E FARMACIAS,BELLA VITA FARMA MANIP,BELLA VITA FARMA MANIP DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,PORCIUNCULA,3.0,26053652,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA PRECO JUSTO,DROGARIA PRECO JUSTO DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,JUNDIAI,3.0,1039928754,5912.0,46.0,5912.0,DROGARIAS E FARMACIAS,DROGA RAIA F389,DROGA RAIA F389 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,BRASILIA,3.0,29441951,5912.0,3.0,5912.0,DROGARIAS E FARMACIAS,BIOEXATA FARMACIA DE M,BIOEXATA FARMACIA DE M DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,RIO DE JANEIR,3.0,1027019274,5912.0,130.0,5912.0,DROGARIAS E FARMACIAS,DROGARIAS O SERTAO,DROGARIAS O SERTAO DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,FLORIANOPOLIS,3.0,8710432097,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,POUPA FARMA CAMPI,POUPA FARMA CAMPI DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,RECIFE,3.0,8531275832,5912.0,6.0,5912.0,DROGARIAS E FARMACIAS,EXTRAFARMA DOMIN FE,EXTRAFARMA DOMIN FE DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,MAGE,3.0,1036340721,5912.0,3.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA POLI FARMA LT,FARMACIA POLI FARMA LT DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,NATAL,3.0,9612785,5912.0,12.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA RIO GRANDE DO,DROGARIA RIO GRANDE DO DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,MIRACEMA,3.0,1039036748,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA FACIL ACESSO,FARMACIA FACIL ACESSO DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ASUNCION,3.0,2760643,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACENTER-AV AVIAD,FARMACENTER-AV AVIAD DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,LIEGE,3.0,84476065,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,LA GRANDE PHARMACIE L,LA GRANDE PHARMACIE L DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,NIVELLES,3.0,84410504,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,PHARMACIE DE VRIESE,PHARMACIE DE VRIESE DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,TAMPA,3.0,"4,45E+12",5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,CVS PHARMACY #2760 Q03,CVS PHARMACY #2760 Q03 DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,NOVA IGUACU,3.0,8691532352,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,RODRIGUES & VIANA FARMACI,RODRIGUES & VIANA FARMACI DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,SAO PAULO,3.0,1031373958,5912.0,80.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO S A DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,RIO DE JANEIR,3.0,1050169961,5122.0,412.0,5122.0,FARMACIAS E FARMACEUTICOS (MANIPULACAO),REDE MV DROGARIA,REDE MV DROGARIA FARMACIAS E FARMACEUTICOS (MANIPULACAO),,S,
FarmÃƒÂ¡cia,DUQUE DE CAXI,3.0,8670840727,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,MR DROGARIA LTDA,MR DROGARIA LTDA DROGARIAS E FARMACIAS,,S,
locação de veiculos,PLAYA CARMEN,1.0,"1,22E+14",7512.0,2.0,7512.0,LOCADORAS DE VEICULOS,ALAMO PLAYA CARMEN CTRO,ALAMO PLAYA CARMEN CTRO LOCADORAS DE VEICULOS,,S,
FarmÃƒÂ¡cia,ITAOCARA,3.0,19963560,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,UNIDAS FARMA 13,UNIDAS FARMA 13 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,LEIRIA,3.0,1829704,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,PHARMASHOPPING,PHARMASHOPPING DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,DAPTO,3.0,16807,5912.0,18.0,5912.0,DROGARIAS E FARMACIAS,DAPTO MALL PHARMACY,DAPTO MALL PHARMACY DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,SAN MARTINO D,3.0,6246151,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA TRENTINI,FARMACIA TRENTINI DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,PORCIUNCULA,3.0,19988419,5912.0,9.0,5912.0,DROGARIAS E FARMACIAS,UNIDAS FARMA 5,UNIDAS FARMA 5 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,SIENA,3.0,"3,62E+11",5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA PARENTI,FARMACIA PARENTI DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,CAMPO GRANDE,3.0,30933595,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA FRENTINI,DROGARIA FRENTINI DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ITAPERUNA,3.0,21014527,5912.0,4.0,5912.0,DROGARIAS E FARMACIAS,UNIDAS FARMA 21,UNIDAS FARMA 21 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,NATIVIDADE,3.0,19963362,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,UNIDAS FARMA 19,UNIDAS FARMA 19 DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,SANTO ANTONIO,3.0,19981737,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,UNIDAS FARMA 11,UNIDAS FARMA 11 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,CAMPINA GRAND,3.0,1007636812,5912.0,11.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA DROGAVISTA,DROGARIA DROGAVISTA DROGARIAS E FARMACIAS,,S,
supermercado,COLLEGE PARK,5.0,2190483206,5411.0,2.0,5411.0,SUPERMERCADOS,SHOPPERS FOOD/PHARM 2650,SHOPPERS FOOD/PHARM 2650 SUPERMERCADOS,,S,
FarmÃƒÂ¡cia,GAMA,3.0,1004033270,5912.0,5.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA PLAZA,DROGARIA PLAZA DROGARIAS E FARMACIAS,,S,
fast food,MIRAFLORES,8.0,9951912237,5814.0,1.0,5814.0,FAST FOOD,KFC-21 ARMENDARIZ,KFC-21 ARMENDARIZ FAST FOOD,,S,
FarmÃƒÂ¡cia,DUQUE DE CAXI,3.0,1072061365,5912.0,3.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA CENTRAL DUQUE,DROGARIA CENTRAL DUQUE DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,NOVA IGUACU,3.0,"6,33E+14",5912.0,88.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA DIFERENTE,DROGARIA DIFERENTE DROGARIAS E FARMACIAS,,S,
fast food,RIO DE JANEIR,8.0,238053,5921.0,128.0,5921.0,BEBIDAS,FROGS BURGERS,FROGS BURGERS BEBIDAS,,S,
FarmÃƒÂ¡cia,SANTO ANTONIO,3.0,19977917,5912.0,6.0,5912.0,DROGARIAS E FARMACIAS,UNIDAS FARMA 9,UNIDAS FARMA 9 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,08001BQUILLA,3.0,15163777,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMATODO BUENAVISTA 0,FARMATODO BUENAVISTA 0 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,VITORIA,3.0,47530731,5912.0,35.0,5912.0,DROGARIAS E FARMACIAS,REDE FARMIS SHOPPING N,REDE FARMIS SHOPPING N DROGARIAS E FARMACIAS,,S,
restaurante,SAN FRANCISCO,7.0,"5,28E+14",5812.0,8.0,5812.0,RESTAURANTES,THE WARMING HUT,THE WARMING HUT RESTAURANTES,,N,
FarmÃƒÂ¡cia,MEXICO DF,3.0,4155213,5311.0,1.0,5311.0,LOJAS DE DEPARTAMENTO,FARM ABC APTO T2 AS12,FARM ABC APTO T2 AS12 LOJAS DE DEPARTAMENTO,,S,
FarmÃƒÂ¡cia,LOS ANGELES,3.0,"3,72E+11",5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,SUNGLASS HUT 4297,SUNGLASS HUT 4297 DROGARIAS E FARMACIAS,,S,
fast food,SAO PAULO,8.0,1367262,5814.0,4.0,5814.0,FAST FOOD,DRAGON FOOD TRUCK,DRAGON FOOD TRUCK FAST FOOD,,N,
FarmÃƒÂ¡cia,LUZIANIA,3.0,1098027873,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA FARMAVISA LTD,DROGARIA FARMAVISA LTD DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,BAVARO,3.0,34934904728000Q,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMAX-PLAZA SAN JUAN,FARMAX-PLAZA SAN JUAN DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,HILLARYS,3.0,3139599,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,SORRENTO QUAY PHARMA,SORRENTO QUAY PHARMA DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,GENÃˆVE,3.0,9585511991,5499.0,2.0,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,PHARMACIE PLAZA SA,PHARMACIE PLAZA SA ACOUGUE MERC FRUTOS DO MAR ALIM VA,,S,
fast food,SAMARA,8.0,"5,41E+11",5814.0,10.0,5814.0,FAST FOOD,BURGERNAYA,BURGERNAYA FAST FOOD,,S,
FarmÃƒÂ¡cia,LIMA,3.0,331060294,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,INKAFARMA OPEN PLAZA MARS,INKAFARMA OPEN PLAZA MARS DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,PARIS,3.0,"5,62E+13",7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DES CARMES,"HOTEL DES CARMES HOTEIS, POUSADAS, ETC",,S,
FarmÃƒÂ¡cia,BELO HORIZONT,3.0,10349480,5912.0,3.0,5912.0,DROGARIAS E FARMACIAS,DROGADAVIS,DROGADAVIS DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,FLORES DA CUN,3.0,1022139778,5912.0,16.0,5912.0,DROGARIAS E FARMACIAS,DITRENTO POSTO APARECI,DITRENTO POSTO APARECI DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,MALIBU,3.0,17-8028417387,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,DUME PLAZA PHARMACY,DUME PLAZA PHARMACY DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,ITAPERUNA,3.0,21035456,5912.0,8.0,5912.0,DROGARIAS E FARMACIAS,UNIDAS FARMA 17,UNIDAS FARMA 17 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,08001BQUILLA,3.0,13537683,5912.0,7.0,5912.0,DROGARIAS E FARMACIAS,FARMATODO PLAZA 79 BQ0,FARMATODO PLAZA 79 BQ0 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,TRES RIOS,3.0,6805973,5912.0,10.0,5912.0,DROGARIAS E FARMACIAS,DROGAVISTA,DROGAVISTA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,NATAL,3.0,4563345246,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA DROGAVISTA,FARMACIA DROGAVISTA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,PORTO,3.0,3013912,5912.0,4.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA PARENTE I,FARMACIA PARENTE I DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,BARCELONA,3.0,332016179,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA A GORINA TORRENT,FARMACIA A GORINA TORRENT DROGARIAS E FARMACIAS,,N,
fast food,RIO DE JANEIR,8.0,1038747985,5812.0,13.0,5812.0,RESTAURANTES,FROGS BURGER,FROGS BURGER RESTAURANTES,,S,
FarmÃƒÂ¡cia,ITALVA,3.0,19963628,5912.0,7.0,5912.0,DROGARIAS E FARMACIAS,UNIDAS FARMA 14,UNIDAS FARMA 14 DROGARIAS E FARMACIAS,,S,
hotel,NEW DELHI,0.0,"7,51E+13",7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",TAJ PALACE CLUB FLR-GP,"TAJ PALACE CLUB FLR-GP HOTEIS, POUSADAS, ETC",,S,
FarmÃƒÂ¡cia,NOVA IGUACU,3.0,4522547,5912.0,6.0,5912.0,DROGARIAS E FARMACIAS,DROGARIAS UNIDAS DA CE,DROGARIAS UNIDAS DA CE DROGARIAS E FARMACIAS,,S,
fast food,MIDRAND,8.0,4843,5812.0,13.0,5812.0,RESTAURANTES,MAC DONALDS MIDRAND,MAC DONALDS MIDRAND RESTAURANTES,,S,
FarmÃƒÂ¡cia,SAN BORJA,3.0,9953554524,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,INKAFARMA PLAZA VEA SAN B,INKAFARMA PLAZA VEA SAN B DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,PETROLINA,3.0,17028086,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA RIO CORRENT,FARMACIA RIO CORRENT DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ITAPERUNA,3.0,1643623,5912.0,4.0,5912.0,DROGARIAS E FARMACIAS,UNIDAS FARMA UNIDADE 2,UNIDAS FARMA UNIDADE 2 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,DIVINOPOLIS,3.0,10610510,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA PRONTO MAIS L,FARMACIA PRONTO MAIS L DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,JABOATAO DOS,3.0,1086540090,5912.0,4.0,5912.0,DROGARIAS E FARMACIAS,2262DROGASIL,2262DROGASIL DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ANCHIETA,3.0,1080795364,5912.0,11.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA SOUSA E AGU,DROGARIA SOUSA E AGU DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,000-0000000,3.0,"1,01E+11",5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA DELTA,FARMACIA DELTA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,SAO PAULO,3.0,1048217628,5912.0,43.0,5912.0,DROGARIAS E FARMACIAS,RAIA DROGASIL 567 VL M,RAIA DROGASIL 567 VL M DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,JEQUIE,3.0,1022311279,5912.0,3.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA 24HS 06,FARMACIA 24HS 06 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ARARUAMA,3.0,8720609635,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA LESSA E,DROGARIA LESSA E DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,POMERODE,0.0,9079596938,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",POUSADA HARMONIA POMER,"POUSADA HARMONIA POMER HOTEIS, POUSADAS, ETC",,S,
FarmÃƒÂ¡cia,RIO DE JANEIR,3.0,8670017029,5912.0,553.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA DROGA KAR LTDA,FARMACIA DROGA KAR LTDA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,GOIANIA,3.0,43744605,5912.0,9.0,5912.0,DROGARIAS E FARMACIAS,DROGARIAS PACHECO 567,DROGARIAS PACHECO 567 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ROSARIO DO SU,3.0,"1,01E+11",5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA DA CAMILA,FARMACIA DA CAMILA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ANAPOLIS,3.0,1043445169,5912.0,3.0,5912.0,DROGARIAS E FARMACIAS,RAIA DROGASIL ANAPOLIS,RAIA DROGASIL ANAPOLIS DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,SAO LUIS,3.0,1010188590,5912.0,4.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA MONUMENTAL,FARMACIA MONUMENTAL DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,CAPE TOWN,3.0,426064,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,LITEKEM PHARMACY,LITEKEM PHARMACY DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,SAO GONCALO,3.0,6038581,5912.0,73.0,5912.0,DROGARIAS E FARMACIAS,FARMADILSON MEDICAMENTO,FARMADILSON MEDICAMENTO DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,CABO FRIO,3.0,9917675092,5912.0,46.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA PACHECO 098,DROGARIA PACHECO 098 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,DUQUE DE CAXI,3.0,850124,5047.0,74.0,5047.0,"LABORATORIOS MEDICO, DENTAL, HOSPITAL",ERVITA FARMACIA DER,"ERVITA FARMACIA DER LABORATORIOS MEDICO, DENTAL, HOSPITAL",,S,
FarmÃƒÂ¡cia,IBICARAI,3.0,11769670,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA RENASCER,DROGARIA RENASCER DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,CAMPO GRANDE,3.0,8674559141,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA SL LTDA,DROGARIA SL LTDA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,BELFORD ROXO,3.0,27279626,5912.0,78.0,5912.0,DROGARIAS E FARMACIAS,DROGARIAS PACHECO 339,DROGARIAS PACHECO 339 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,JAPUIBA,3.0,1012747430,742.0,47.0,742.0,MEDICO VETERINARIO,DROGARIA BRANDAO DE JA,DROGARIA BRANDAO DE JA MEDICO VETERINARIO,,S,
FarmÃƒÂ¡cia,RIO DE JANEIR,3.0,77383172,5999.0,2.0,5999.0,FOGOS DE ARTIFICIO / DISTRIBUIDOR,PAG FARMAVET,PAG FARMAVET FOGOS DE ARTIFICIO / DISTRIBUIDOR,,N,
FarmÃƒÂ¡cia,PARMA,3.0,6067893,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA XXII LUGLIO,FARMACIA XXII LUGLIO DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,DUQUE DE CAXI,3.0,8674678495,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA JS DO GRAMACHO L,DROGARIA JS DO GRAMACHO L DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,MIAMI,3.0,4093731347,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,CVS/PHARMACY #05124 00000,CVS/PHARMACY #05124 00000 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,TORONTO,3.0,30209585308,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,REXALL PHARMACY #8191,REXALL PHARMACY #8191 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,LONDRINA,3.0,4662499,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,FARMAIS UNIDADE SAO JO,FARMAIS UNIDADE SAO JO DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,SUGAR LAND,3.0,"4,45E+12",5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,CVS/PHARMACY #10692,CVS/PHARMACY #10692 DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,BAURU,3.0,19325265,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,FARMALABOR,FARMALABOR DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,CAMPO MOURAO,3.0,8674708151,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMAPREV LTDA,FARMAPREV LTDA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,ARMACAO DE BU,3.0,1012307651,5912.0,2.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA ROSA,DROGARIA ROSA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,SAO PAULO,3.0,9919563684,5912.0,5.0,5912.0,DROGARIAS E FARMACIAS,RAIA DROGASIL 348,RAIA DROGASIL 348 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,TRES RIOS,3.0,7153805,5912.0,48.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA AZILENA,DROGARIA AZILENA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,PATY DO ALFER,3.0,9911356574,5912.0,29.0,5912.0,DROGARIAS E FARMACIAS,CITY FARMA 43,CITY FARMA 43 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,31TOULOUSE,3.0,"3,92E+13",5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,PHARMACIE RISSE 3916336,PHARMACIE RISSE 3916336 DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,RIO DE JANEIR,3.0,1097155029,5912.0,338.0,5912.0,DROGARIAS E FARMACIAS,ARAUJO GONCALVES DROGA,ARAUJO GONCALVES DROGA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,000-0000000,3.0,"1,01E+11",5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA FRASSON,FARMACIA FRASSON DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,CABO FRIO,3.0,"3,51E+14",5912.0,133.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA DO POVO 5,DROGARIA DO POVO 5 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,CABO FRIO,3.0,8622874048,5912.0,4.0,5912.0,DROGARIAS E FARMACIAS,FORTEFARMADRUMOND,FORTEFARMADRUMOND DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,FORTALEZA,3.0,8721118024,5912.0,7.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA TELE JUC,FARMACIA TELE JUC DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,EL MASNOU,3.0,30946065,5912.0,8.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA OCATA,FARMACIA OCATA DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,LAGOA SANTA,3.0,1073898153,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,DROGA NAUTAS,DROGA NAUTAS DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,RIO DE JANEIR,3.0,9080410194,5122.0,120.0,5122.0,FARMACIAS E FARMACEUTICOS (MANIPULACAO),FARMACIA SEMPRE ALERTA,FARMACIA SEMPRE ALERTA FARMACIAS E FARMACEUTICOS (MANIPULACAO),,S,
FarmÃƒÂ¡cia,SAN DIEGO,3.0,"4,45E+12",5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,CVSPHARMACY #9121 Q03,CVSPHARMACY #9121 Q03 DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,RIO DE JANEIR,3.0,1055222666,5912.0,1073.0,5912.0,DROGARIAS E FARMACIAS,RAIA DROGASIL POLO RJ,RAIA DROGASIL POLO RJ DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,NATAL,3.0,8711580803,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMACIA PRECO PO,FARMACIA PRECO PO DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,SALVADOR,3.0,29953809,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,DROGARIA E FARMACIA ZE,DROGARIA E FARMACIA ZE DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,CAMPO GRANDE,3.0,33096201,5912.0,3.0,5912.0,DROGARIAS E FARMACIAS,LEVI DROGARIA,LEVI DROGARIA DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,SALVADOR,3.0,103507989,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,PAG FARMACIAALICE,PAG FARMACIAALICE DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,MONTES CLAROS,3.0,37764942,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMA AGAPE,FARMA AGAPE DROGARIAS E FARMACIAS,,N,
FarmÃƒÂ¡cia,PANAMA,3.0,16023010,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,BOCAS PHARMACY,BOCAS PHARMACY DROGARIAS E FARMACIAS,,S,
FarmÃƒÂ¡cia,GUAPIMIRIM,3.0,18189431,5912.0,1.0,5912.0,DROGARIAS E FARMACIAS,FARMA GUAPI,FARMA GUAPI DROGARIAS E FARMACIAS,,S,
